Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
ABB,ABB INDIA LTD.,CONTRIBUTION TOWARDS PROMOTION OF SPORTS,PROMOTION OF SPORTS,SCHEDULE VII (VII),,6.25,JSW FOUNDATION,6.25,,,KARNATAKA,BELLARY,City
ABB,ABB INDIA LTD.,WATER MANAGEMENT IN DROUGHT PRONE VILLAGES,RURAL DEVELOPMENT,SCHEDULE VII (X),,3.24,,,VANVASI KALYAN ASHRAM,3.239,MAHARASHTRA,NASHIK,City
ABB,ABB INDIA LTD.,PROGRAMS AND ACTIVITIES ACROSS CSR FOCAL AREAS,SEVERAL PROGRAMS,OTHERS,,81.19,ABB INDIA FOUNDATION,81.1903,,,ALL STATES,ALL STATES,State
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,CHHATTISGARH,DURG,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,HIMACHAL PRADESH,BILASPUR,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,JHARKHAND,DHANBAD,City
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,JHARKHAND,WEST SINGHBHUM,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,KARNATAKA,BELLARY,City
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,KARNATAKA,CHIKKABALLAPUR,Town
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,KARNATAKA,GULBARGA,City
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,MADHYA PRADESH,KATNI,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,MAHARASHTRA,AURANGABAD,City
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,MAHARASHTRA,BEED,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,MAHARASHTRA,CHANDRAPUR,District
ACC,ACC LTD.,"CONSERVATION OF ENVIRONMENT ENSURING ENVIRONMENTAL SUSTAINABILITY, ECOLOGICAL BALANCE, PROTECTION OF FLORA AND FAUNA, ANIMAL WELFARE, AGRO-FORESTRY, CONSERVATION OF NATURAL RESOURCES AND MAINTAINING QUALITY OF SOIL, AIR AND WATER",,SCHEDULE VII (IV),60.75,141.75,"SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE, DINDIGUL TAMIL NADU,WESTRIC TRUST,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,AGRANEE JAN KALYAN ANUSTHAN,PATANG SAMBALPUR ODISHA,PHIA FOUNDATION,CENTRE FOR RURAL DEVELOPMENTAL TRUST,SATTVA MEDIA & CONSULTING PVT.LTD.,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,IIMPACT, NEW DELHI,DEEDS,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,COUNT INDIA,BILLIMORIA FOUNDATION,SARVA SEVA SAMITI SANSTHA,VISION SPRING,PRATHAM BOOKS, NEW DELHI,LOKA KALYAN PARISHAD,JAN MANGAL SANSTHAN,UDYOGINI,AKRUTI RURAL DEVELOPMENT TRUST,SNEH SARVODAY SEVA SANGH,CENTUM FOUNDATION,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,MART, NOIDA, UTTAR PRADESH,INNOVATIVE DEVELOPMENT SOLUTION,SHELTER TRUST NAMAKKAL TAMIL NADU,JAN SEVAK SAMITI,SANSKAR,AMHI AMCHYA AROGYASATHI,HARITIKA,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,SADBHAVNA SEVA EVAM SHIKSHA SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,JHARKRAFT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,NAAD GUNJAN KALA PARISHAD,MANTHAN YUVA KENDRA,PANCHAM RESEARCH & BIO TECH SANSTHAN",,,,MAHARASHTRA,YAVATMAL,District
