Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village)
BAJAJ-AUTO,BAJAJ AUTO LTD.,RENOVATION/UPGRADATION OF SAMITEE'S VARIOUS BUILDINGS PROMOTING EDUCATION,,SCHEDULE VII (II),30.0,10.0,,,ALL INDIA NAI TALIM SAMITI,10.0,MAHARASHTRA (WARDHA)
BAJAJ-AUTO,BAJAJ AUTO LTD.,RESEARCH OF CATALYTIC IRON FOR HEART AILMENTS HEALTH CARE,,SCHEDULE VII (I),15.0,15.0,,,MULJIBHAI PATEL UROLOGICAL HOSPITAL,15.0,GUJARAT (NADIAD)
BAJAJ-AUTO,BAJAJ AUTO LTD.,"RESEARCH, LEARNING CENTER, LIBRARY, ETC. EDUCATION",,SCHEDULE VII (II),3000.0,1000.0,,,INDIAN SCHOOL OF BUSINESS,1000.0,TELANGANA (HYDERABAD)
BAJAJ-AUTO,BAJAJ AUTO LTD.,"RESIDENTIAL ASHRAM SCHOOL FOR DOWN TRODDEN NOMADIC TRIBAL STUDENTS, RESIDENTIAL SCHOOL FOR DEAF & DUMB STUDENTS AS WELL AS FOR MENTALLY RETARDED CHILDREN PROMOTING EDUCATION FOR CHILDREN & DIFFERENTLY ABLED",,SCHEDULE VII (II),10.0,10.0,,,"BHATKYA VIMUKTA JATI SHIKSHAN SANSTHA, PUNE",10.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,"SUPPLEMENTING EFFORTS OF HOSPITALS THROUGH A RANGE OF PATIENT WELFARE SERVICES, CHILD CARE CENTRES, ETC. HEALTH CARE",,SCHEDULE VII (I),25.0,25.0,,,SOCIETY OF FRIENDS OF SASSOON HOSPITALS,25.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,SUPPORT TO CANCER PATIENTS THROUGH DIGITAL MAMMOGRAPHY & DIAGNOSTIC SERVICES HEALTHCARE,,SCHEDULE VII (I),175.0,175.0,,,PRASHANTI CANCER CARE MISSION,175.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,"TAKING CARE OF DISABLED/ MENTALLY CHALLENGED PEOPLE, DAY CARE CRECHE ETC WELFARE OF DIFFERENTLY ABLED",,SCHEDULE VII (III),51.0,17.0,,,CHESHIRE HOME,17.0,DELHI
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO ACQUIRE 4 TENANTED PREMISES WITHIN THE CORE SCHOOL FACILITY EDUCATION,,SCHEDULE VII (II),50.0,50.0,BOMBAY INTERNATIONAL SCHOOL,50.0,,,MAHARASHTRA (MUMBAI)
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO BRING INTELLECTUALLY DISABLED ATHLETES INTO THE MAIN STREAM THROUGH SPORTS PARALYMPIC SPORTS,,SCHEDULE VII (VII),10.0,9.7,,,SPECIAL OLYMPICS BHARAT,9.7,DELHI (NEW DELHI)
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO CONSTRUCT A NEW BUILDING TO PROVIDE THE MODERN FACILITIES FOR GIRL INMATES HOMES & HOSTELS FOR WOMEN,,SCHEDULE VII (III),100.0,25.0,,,ANATH HINDU MAHILASHRAM,25.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO EXPAND THE PUNE POLICE PUBLIC SCHOOL BY BUILDING A FLOOR FOR 8 CLASSROOMS EDUCATION,,SCHEDULE VII (II),20.0,10.0,,,PUNE CITIZENS POLICE FOUNDATION,10.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO HELP IN RELIEF OPERATIONS IN FLOOD RAVAGED JAMMU & KASHMIR CONTRIBUTION TO PM'S NATIONAL RELIEF FUND- FLOOD RELIEF,,SCHEDULE VII (VIII),2000.0,2000.0,PRIME MINISTERS NATIONAL RELIEF FUND,1000.0,,1000.0,JAMMU & KASHMIR
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO IMPART KNOWLEDGE ABOUT VEDAS AND TEACHING 4 VEDAS AND FURTHER THIS WORK EDUCATION,,SCHEDULE VII (II),10.0,10.0,,,VEDBHAVAN,10.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,TO RENDER SKILL DEVELOPMENT & LIVELIHOOD ENHANCEMENT,,SCHEDULE VII (II),45.0,15.0,,,NARI SEVA SAMITI,15.0,MAHARASHTRA (MUMBAI)
BAJAJ-AUTO,BAJAJ AUTO LTD.,"TO SET UP A CENTRE FOR SUSTAINABLE RURAL TRANSFORMATION & MAKE A MODEL FOR VILLAGES, GOVERNMENT, NGOS ETC. RURAL DEVELOPMENT PROJECTS",,SCHEDULE VII (X),350.0,35.0,,,SRI AUROBINDO SOCIETY,35.0,PUDUCHERRY
BAJAJ-AUTO,BAJAJ AUTO LTD.,UPGRADATION OF MECHANICAL ENGINEERING BUILDING EDUCATION,,SCHEDULE VII (II),450.0,200.0,,,"COLLEGE OF ENGINEERING, PUNE",200.0,MAHARASHTRA (PUNE)
BAJAJ-AUTO,BAJAJ AUTO LTD.,WORK IN THE FIELD OF TEACHING AND PROPAGATING VEDANTA PHILOSOPHY PROTECTION OF CULTURE,,SCHEDULE VII (V),200.0,200.0,,,VEDANTA CULTURAL FOUNDATION,200.0,MAHARASHTRA (MUMBAI)
BAJAJCON,BAJAJ CONSUMER CARE LTD.,CONTRIBUTED THE CORPUS OF KJBF,,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (III), SCHEDULE VII (IV), SCHEDULE VII (V), SCHEDULE VII (VI), SCHEDULE VII (VII), SCHEDULE VII (VIII), SCHEDULE VII (IX), SCHEDULE VII (X), SCHEDULE VII (XI)",367.0,367.0,,,KAMALNAYAN JAMNALAL BAJAJ FOUNDATION,367.0,MAHARASHTRA (MUMBAI)
BAJAJELEC,BAJAJ ELECTRICALS LTD.,SUSTAINABLE ENERGY,,SCHEDULE VII (IV),0.95,0.95,,0.475,,0.475,MAHARASHTRA (WARDHA)
BAJAJELEC,BAJAJ ELECTRICALS LTD.,TOBACCO FREE INDIA,,SCHEDULE VII (I),4.5,4.5,,,SALAAM MUMBAI FOUNDATION,4.5,MAHARASHTRA (MUMBAI)
BAJAJELEC,BAJAJ ELECTRICALS LTD.,TRAINING FOR AFTER SALES REPAIR TECHNICIANS,,SCHEDULE VII (II),45.0,9.12,,,LABOURNET,9.12,"KARNATAKA (BENGALURU),MAHARASHTRA (NASHIK & PUNE),PUDUCHERRY,TAMIL NADU (COIMBATORE),WEST BENGAL (SILIGURI & KOLKATA)"
BAJAJELEC,BAJAJ ELECTRICALS LTD.,TREE PLANTATION,,SCHEDULE VII (IV),1.71,1.71,SOCIAL FORESTRY GOA,1.71,,,GOA (DONA PAULA)
BAJFINANCE,BAJAJ FINANCE LTD.,"MEDICATION, REHABILITATION AND TRAINING TO PEOPLE WITH MENTAL ILLNESS.",,"SCHEDULE VII (I), SCHEDULE VII (II)",25.0,25.0,,,BANYAN,25.0,TAMIL NADU (CHENNAI)
BAJFINANCE,BAJAJ FINANCE LTD.,TO MAKE SAFE AND QUALITY TREATMENT OF CLEFT LIP AND PALATE,,SCHEDULE VII (I),280.0,280.0,,,"SMILE TRAIN, INDIA",280.0,ALL STATES
BAJFINANCE,BAJAJ FINANCE LTD.,TO SET UP A LIBRARY FOR UNDER-PRIVILEGED STUDENTS/ VISUALLY IMPAIRED,,SCHEDULE VII (V),25.0,25.0,,,NANDLALA SEVA SAMITI TRUST,25.0,TAMIL NADU (CHENNAI)
BAJFINANCE,BAJAJ FINANCE LTD.,TO SUPPORT SWACHH BHARAT ABHIYAN LAUNCHED BY THE PRIME MINISTER OF INDIA,,SCHEDULE VII (I),250.0,250.0,SWACHH BHARAT KOSH,125.0,,125.0,ALL STATES
BAJAJFINSV,BAJAJ FINSERV LTD.,TO MAKE SAFE AND QUALITY TREATMENT OF CLEFT LIP AND PALATE,,SCHEDULE VII (I),100.0,100.0,,,"SMILE TRAIN, INDIA",100.0,ALL STATES
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,FOR SWACHH BHARAT MISSION HEALTHCARE & SANITATION,,SCHEDULE VII (I),250.0,250.0,SWACHH BHARAT KOSH,125.0,,125.0,ALL STATES
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,TO MAKE SAFE AND QUALITY TREATMENT OF CLEFT LIP AND PALATE HEALTHCARE,,SCHEDULE VII (I),150.0,150.0,,,"SMILE TRAIN, INDIA",150.0,ALL STATES
BALAMINES,BALAJI AMINES LTD.,ARRANGEMENT OF DRINKING WATER,,SCHEDULE VII (I),,6.35,,3.173,,3.173,ALL STATES
BALAMINES,BALAJI AMINES LTD.,"DISTRICT COLLECTOR , MEDAK AREA OF UNIT II",,SCHEDULE VII (X),,1.0,,0.5,,0.5,ALL STATES
BALAMINES,BALAJI AMINES LTD.,FUNDS FOR ORPHAN CHILDREN,,SCHEDULE VII (III),,1.0,,0.5,,0.5,ALL STATES
BALAMINES,BALAJI AMINES LTD.,HOSPITAL IN CHINCHOLI AREA OF UNIT III,,SCHEDULE VII (I),,13.32,,6.6615,,6.6615,ALL STATES
BALAMINES,BALAJI AMINES LTD.,MISSION KAKATIYA GOVERNMENT OF TELANGANA,,SCHEDULE VII (IV),,50.55,,25.275,,25.275,ALL STATES
BALAMINES,BALAJI AMINES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),,12.54,,6.2675,,6.2675,ALL STATES
BALAMINES,BALAJI AMINES LTD.,PROMOTION OF ROAD SAFETY,,SCHEDULE VII (II),,2.1,,1.052,,1.052,ALL STATES
BALAMINES,BALAJI AMINES LTD.,ROAD MAINTENANCE HOTGI ROAD LOCAL AREA OF REGISTERED OFFICE,,COMMUNITY DEVELOPMENT/ INFRASTRUCTURE/ SOCIAL WELFARE/ CHILD WELFARE,,2.66,,1.3305,,1.3305,ALL STATES
BALAMINES,BALAJI AMINES LTD.,ROADS IN TAMALWADI LOCAL AREA OF FACTORY UNIT I,,COMMUNITY DEVELOPMENT/ INFRASTRUCTURE/ SOCIAL WELFARE/ CHILD WELFARE,,3.17,,1.5855,,1.5855,ALL STATES
BALAMINES,BALAJI AMINES LTD.,SOLAR STREET LIGHTS,,SCHEDULE VII (IV),,2.4,,1.2,,1.2,ALL STATES
BALAJITELE,BALAJI TELEFILMS LTD.,HELPING POOR FOR FOOD & SHELTER,,SCHEDULE VII (I),,11.1,,11.1,,,MAHARASHTRA (LOCAL AREA MUMBAI)
BALAJITELE,BALAJI TELEFILMS LTD.,OLD AGE HOME,,SCHEDULE VII (III),,5.2,,5.2,,,MAHARASHTRA (LOCAL AREA MUMBAI)
BALAJITELE,BALAJI TELEFILMS LTD.,PROJECT CRAYONS HELPING POOR CHILDREN ON EDUCATION,,SCHEDULE VII (II),,5.03,,5.03,,,MAHARASHTRA (LOCAL AREA MUMBAI)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,ADVANCEMENT OF QUALITY EDUCATION AND BETTERMENT OF THE UNDER PRIVILEGED CHILDREN OF THE SLUM AREAS,,"SCHEDULE VII (II), SCHEDULE VII (XI)",75.0,75.0,,37.5,,37.5,MAHARASHTRA (AURANGABAD)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,HEART SURGERIES OF NEEDY AND UNDER PRIVILEGED CHILDREN,,SCHEDULE VII (I),25.0,25.0,,12.5,,12.5,"KARNATAKA (BENGALURU),MAHARASHTRA (MUMBAI),PUNJAB (LUDHIANA),RAJASTHAN (JAIPUR),WEST BENGAL (DURGAPUR,KOLKATA)"
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,"PROCESS OF INSTALLING, BUILDING AND MAINTAIN WATER MANAGEMENT FACILITIES RURAL DEVELOPMENT THROUGH WASMO",,SCHEDULE VII (X),3.0,3.0,,1.5,,1.5,GUJARAT (ANJAR)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,PROVING ASSISTANCE TO THOSE AFFECTED BY RECENT FLOODS IN JAMMU & KASHMIR PRIME MINISTERS NATIONAL RELIEF FUND,,SCHEDULE VII (VIII),300.0,300.0,,150.0,,150.0,JAMMU & KASHMIR
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,"PROVISION OF MID-DAY MEALS TO APPROX. 40,000 SCHOOL CHILDREN HEALTHCARE / EDUCATION THROUGH AKSHAY PATRA",,"SCHEDULE VII (I), SCHEDULE VII (II)",236.0,236.0,,118.0,,118.0,"GUJARAT (AHMEDABAD,SURAT),RAJASTHAN (JAIPUR)"
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,SCHOLARSHIP TO NEEDY AND DESERVING STUDENTS OF AHSOKA UNIVERSITY,,SCHEDULE VII (II),200.0,75.0,,37.5,,37.5,HARYANA (KUNDLI)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,SCHOLARSHIP/FREE SHIP TO MERITORIOUS AND NEEDY STUDENTS IN VARIOUS EDUCATIONAL INSTITUTIONS,,SCHEDULE VII (II),201.0,201.0,,100.5,,100.5,MAHARASHTRA (MUMBAI)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,TO IMPROVE INFRASTRUCTURE OF ENDOSCOPY UNIT OF DEPARTMENT OF GASTROENTEROLOGY AT KEM HOSPITAL BY SPONSORING TWO EQUIPMENT,,SCHEDULE VII (I),21.0,21.0,,10.5,,10.5,MAHARASHTRA (MUMBAI)
BALKRISIND,BALKRISHNA INDUSTRIES LTD.,"UPLIFTMENT OF UNDERPRIVILEGED CHILDREN FOR A HAPPIER, HEALTHIER CHILDHOOD CHILD HEALTH, EDUCATION, PROTECTION AND NUTRITION",,"SCHEDULE VII (I), SCHEDULE VII (II)",165.0,165.0,,82.5,,82.5,"CHHATTISGARH (AMBIKAPUR,GARIABAND,SARGUJA),GOA (NORTH GOA),GUJARAT (AHMEDABAD,VATVA),KERALA (ALAPPAD PACHAYATH,KARUNAGAPPALLY,KOLLAM),MADHYA PRADESH (BHOPAL,REWA,SATNA),MAHARASHTRA (MUMBAI,NANDED),TAMIL NADU (AUTHUR,KODIKANNAL,REDIYARCHATHIRAM),UTTARAKHAND (ALMORA),WEST BENGAL (DHULIYAN)"
BALLARPUR,BALLARPUR INDUSTRIES LTD.,COMMUNITY DEVELOPMENT PROJECT,,SCHEDULE VII (I),30.88,30.88,,,,30.88,"HARYANA (LOCAL AREA),TELANGANA (LOCAL AREA)"
BALLARPUR,BALLARPUR INDUSTRIES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),7.63,7.63,,,,7.63,"HARYANA (LOCAL AREA),TELANGANA (LOCAL AREA)"
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,"CONSTRUCTION OF WATER TANK AT PADGHE VILLAGE, TALOJA WALKATHON (SWACHH BHARAT ABHIYAN) ADOPTION OF PARK AT WADALA FOR DISABLED CHILDREN CONSTRUCTION OF 73 TOILETS IN ASSAM CONSTRUCTION OF 34 TOILETS IN SOUTH 24 PARGANAS AND KOLKATA URBAN",,SCHEDULE VII (I),79.5,184.24,,,"ROTARY CLUB, PANVEL STATE GOVT.,ROTARY CLUB, BOMBAY,UPTOWN PRAGATI SANGHA OF DARA",184.24,"ANDHRA PRADESH,ASSAM,HARYANA,MAHARASHTRA,WEST BENGAL"
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,"HEALTH CHECK UP CAMP FOR 50,000 DRIVERS MOBILE HEALTH DISPENSARY (MHU) AT MANALI BLOOD DONATION CAMP AT CONTAINER FREIGHT STATION (CFS) SPONSORING MEDICAL HEALTH CHECKUP CAMP",,SCHEDULE VII (I),124.0,103.49,BALMER LAWRIE,51.745,"HEARTLINE HEALTH CARE SERVICES,ABYBABY EVENTS PVT.LTD.,CB TRUST,CONSUMER PROTECTION,HELPAGE INDIA,CUSTOM HOUSE AGENTS ASSOCIATION,KASBA SHED FOUNDATION",51.745,
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,NABAKALABERA PROGRAM FOR TRIBAL UPLIFTMENT PROMOTION OF ORIYA LITERATURE PROMOTION OF SCIENTIFIC AND TECHNOLOGICAL IDEA PROMOTION OF ART CULTURE AND SCIENTIFIC TECHNOLOGY,,SCHEDULE VII (V),,15.7,,,"ODISHA TRIBAL & RURAL TOURISM COOPERATIVE SOCIETY,CHAHHTRA SHAKTI BHAVAN,JATIYA PRAGATI ABHIYAN SAVISHKAR",15.7,"MADHYA PRADESH,ODISHA"
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,SPONSORING CLASSES OF CHILDREN SUFFERING FROM CEREBRAL PALSY SCHOLARSHIP TO ENGINEERING STUDENTS,,SCHEDULE VII (II),52.4,52.4,"INDIAN INSTITUTE OF CEREBRAL PALSY, KOLKATA,BALMER LAWRIE",26.2,,26.2,WEST BENGAL (LOCAL AREA WEST BENGAL)
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,ANIMAL WELFARE,,SCHEDULE VII (IV),2.0,0.64,,0.32,,0.32,RAJASTHAN (SRI GANGANAGAR & JHUNJHUNU)
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,EMPLOYMENT ENHANCING VOCATIONAL SKILLS,,SCHEDULE VII (II),55.0,45.0,,22.5,,22.5,WEST BENGAL (LOCAL AREA KOLKATA)
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),2.0,1.58,,0.79,,0.79,"RAJASTHAN (JHUNJHUNU),WEST BENGAL (KOLKATA)"
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,"PROMOTING EDUCATION, INCLUDING SPECIAL EDUCATION AND LIVELIHOOD ENHANCEMENT PROJECTS",,SCHEDULE VII (II),15.0,13.48,,6.74,,6.74,"MADHYA PRADESH (UJJAIN),MAHARASHTRA (MUMBAI),UTTAR PRADESH (GONDA, BALRAMPUR & LUCKNOW),WEST BENGAL (KOLKATA & HOWRAH)"
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,PROMOTING HEALTHCARE INCLUDING PREVENTIVE HEALTHCARE,,SCHEDULE VII (I),24.0,18.8,,9.4,,9.4,"RAJASTHAN (UDAIPUR & JHUNJHUNU),UTTAR PRADESH (GONDA),WEST BENGAL (KOLKATA)"
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,PROMOTING RURAL SPORTS & NATIONALLY RECOGNISED SPORTS,,SCHEDULE VII (VII),12.0,9.83,,4.915,,4.915,"DELHI (NEW DELHI),UTTAR PRADESH (BALRAMPUR, GONDA)"
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,"SETTING UP HOMES & OTHER FACILITIES FOR ORPHANS, SENIOR CITIZENS AND FOR SOCIALLY AND ECONOMICALLY BACKWARD GROUPS",,SCHEDULE VII (III),4.0,2.23,,1.115,,1.115,"DELHI (NEW DELHI),RAJASTHAN (SIKAR),WEST BENGAL (KOLKATA, HOWRAH & HOOGHLY)"
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,SLUM AREA DEVELOPMENT,,SCHEDULE VII (XI),1.0,0.1,,0.05,,0.05,WEST BENGAL (KOLKATA)
BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.,PREVENTIVE HEALTH CARE,,SCHEDULE VII (I),150.0,150.0,,,PRASHANTI MEDICAL SERVICES & RESEARCH FOUNDATION,150.0,GUJARAT (RAJKOT)
BANKBARODA,BANK OF BARODA,EDUCATION,,SCHEDULE VII (II),,34.34,,17.17,,17.17,"DELHI (ROHINI),MADHYA PRADESH (BHOPAL),MAHARASHTRA (MUMBAI)"
BANKBARODA,BANK OF BARODA,ENVIRONMENT,,SCHEDULE VII (IV),,515.0,,257.5,,257.5,GUJARAT (BARODA)
BANKBARODA,BANK OF BARODA,HEALTH,,SCHEDULE VII (I),,153.46,,76.73,,76.73,"DELHI (NEW DELHI),MAHARASHTRA (MUMBAI),RAJASTHAN (JAIPUR),WEST BENGAL (KOLKATA)"
BANKBARODA,BANK OF BARODA,SOCIO - ECONOMIC DEVELOPMENT,,SCHEDULE VII (III),,1080.33,,540.165,,540.165,MAHARASHTRA (MUMBAI)
BANKINDIA,BANK OF INDIA,APPROVED CSR FUND OF RS 49.81 LAKH TO M. S. SWAMINATHAN RESEARCH FOUNDATION (MSSRF) FOR ESTABLISHMENT OF BIO VILLAGE IN VILLUPURAM (TAMILNADU),,SCHEDULE VII (IV),,49.81,,24.905,,24.905,TAMIL NADU (VILUPPURAM)
BANKINDIA,BANK OF INDIA,"BANK OF INDIA ALSO APPROVED RS 0.60 LAKH UNDER CSR FOR CONSTRUCTION OF BATH ROOMS FOR GIRL STUDENTS IN RAJKIYA MADHYAMIK VIDYALAYA, JAIPUR, RAJASTHAN.",,"SCHEDULE VII (I), SCHEDULE VII (II)",,0.6,,0.3,,0.3,RAJASTHAN (JAIPUR)
BANKINDIA,BANK OF INDIA,BLANKETS COSTING RS 6 LAKH WERE DISTRIBUTED TO VICTIMS OF THE UNPRECEDENTED FLOOD THAT TOOK PLACE IN JAMMU & KASHMIR IN SEPTEMBER 2014,,SCHEDULE VII (VIII),,6.0,,3.0,,3.0,JAMMU & KASHMIR
BANKINDIA,BANK OF INDIA,"FUNDS OF RS 1 LAKH WAS PROVIDED TO M/S. SHUSHRUSA, BHUBANESWAR FOR TRAINING WOMEN FROM THE SC/ST/OBC AND DISADVANTAGED SECTION OF SOCIETY IN HOME NURSING",,"SCHEDULE VII (II), SCHEDULE VII (III)",,1.0,,0.5,,0.5,ODISHA (BHUBANESWAR)
BANKINDIA,BANK OF INDIA,"FUNDS OF RS 10.36 LAKH WAS PROVIDED TO M/S SHRI VIVEKANANDA EDUCATION INSTITUTE ,BELLARY (KARNATAKA) FOR PURCHASE OF A SCHOOL BUS FOR TO FERRY POOR STUDENT BELONGING TO BPL/SC/ ST/OBC FAMILIES AND GIRL STUDENT OTHERS RESIDING IN FAR OFF PLACES.",,SCHEDULE VII (II),,10.36,,5.18,,5.18,KARNATAKA (BELLARY)
BANKINDIA,BANK OF INDIA,"FUNDS TO THE EXTENT OF RS 20 LAKH WAS PROVIDED TO M/S FRIENDS OF TRIBALS SOCIETY, CHENNAI FOR RUNNING 20 EKAL VIDYALAYA PRIMARY SCHOOLS IN BANK’S NAME DURING THE SPONSORSHIP PERIOD",,SCHEDULE VII (II),,20.0,,10.0,,10.0,TAMIL NADU (CHENNAI)
BANKINDIA,BANK OF INDIA,"FUNDS TO THE TUNE OF RS 10 LAKH WAS PROVIDED TO M/S CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT, BHUBANESWAR FOR SKILL DEVELOPMENT OF YOUTH FROM SC/ST/BPL CATEGORY",,SCHEDULE VII (II),,10.0,,5.0,,5.0,ODISHA (BHUBANESWAR)
BANKINDIA,BANK OF INDIA,I) RS 0.46 LAKH WAS PAID TO M/S BLIND PERSONS ASSOCIATION (BPA) PURCHASE OF PRINTER / FAX / SCAN FOR BLIND PERSONS’ ASSOCIATION. II) RS 2.65 LAKH WAS PAID TO M/S. BLIND ORGANISATION OF INDIA SCHOOL/ COLLEGE STUDENTS CURRICULUM REQUIREMENTS ON SUSTAINABLE BASIS.,,SCHEDULE VII (I),,3.11,,1.555,,1.555,ALL STATES
BANKINDIA,BANK OF INDIA,"I) RS 17.18 LAKH BEING 50% OF DIVIDEND RECEIVED FROM INVESTMENT IN HDFC DEBT FUND WAS DONATED BY US TO INDIAN CANCER SOCIETY TOWARDS CANCER CURE OF NEEDY AND POOR. II) RS 3.26 LAKH WAS FUNDED TO M/S MAHAVIR CANCER SANSTHAN (ESTT.1998 AT PATNA) FOR PURCHASE OF AN AMBULANCE TO SERVE THE POOR AND UNDER PRIVILEGED PATIENTS CANCER PATIENTS. III) ASSISTANCE OF RS 1.00 LAKH WAS PROVIDED TO M/S SANJIVNI, MUMBAI AN NGO WHICH HAS BEEN EXTENDING VOLUNTARY SERVICE TO CANCER PATIENTS FOR TREATMENT / COUNSELLING/REHABILITATION/ POST-CARE.",,SCHEDULE VII (I),,21.44,,10.72,,10.72,MAHARASHTRA (MUMBAI)
BANKINDIA,BANK OF INDIA,"I) RS 25 LAKH WAS APPROVED TO M/S ARTIFICIAL LIMBS MANUFACTURING CORPORATION OF INDIA (ALIMCO) FOR DISTRIBUTING ARTIFICIAL LIMBS AND OTHER SUPPORT AIDS FREE TO DIFFERENTLY ABLE PERSONS. II) RS 15 LAKH - WAS PAID TO M/S BHAGWAN MAHAVEER VIKLANG SAMITI, JAIPUR RAJASTHAN FOR PROVIDING FREE JAIPUR FOOT/ JAIPUR KNEE/CALIPERS/TRICYCLE FOR PHYSICALLY HANDICAPPED/ AMPUTEES III) RS 1.25 LAKH WAS PAID TO M/S RAFI FOUNDATION ,BORIVLI ,MUMBAI FOR DISTRIBUTING 25 WHEELCHAIRS FOR PHYSICALLY HANDICAPPED PERSONS ESPECIALLY MUSICIANS.",,SCHEDULE VII (I),,46.25,,23.125,,23.125,"MAHARASHTRA (MUMBAI),RAJASTHAN (JAIPUR)"
BANKINDIA,BANK OF INDIA,"III) RS10 LAKH WAS FUNDED TO RAMAKRISHNA MISSION HOSPITAL & CHARITABLE DISPENSARY,KHAR (MUMBAI) FOR REPAIR AND RENOVATION AND UPGRADE THE HOSPITAL CATERING TO UNDER PRIVILEGED SECTIONS OF SOCIETY . IV) RS 10 LAKH WAS FUNDED TO VARDAN SEWA SANSTHAN,GHAZIABAD FOR PURCHASE OF MEDICAL EQUIPMENT FOR PROVIDING MEDICAL FACILITIES, HIGH QUALITY HEALTH CARE TO LOW INCOME GROUP. FREE CATARACT SURGERY TO VILLAGERS.",,SCHEDULE VII (I),,20.0,,10.0,,10.0,"MAHARASHTRA (KHAR, MUMBAI),UTTAR PRADESH (GHAZIABAD)"
BANKINDIA,BANK OF INDIA,"IX) RS5.50 LAKH WAS FUNDED TO SWAMI VIVEKANANDA MEDICAL MISSION HOSPITAL, NAGPUR FOR PURCHASE OF AN ANAESTHESIA MACHINE WITH ONE VAPORIZER FOR SERVING THE POOR PEOPLE. X) RS5 LAKH WAS FUNDED TO SHRI N.A. EASWARAPPA PRATISTAN, TUMKUR (KARNATAKA) FOR MAINTAINING AMBULANCE / MOBILE DISPENSARY TO SERVE THE POOR AND NEEDY RURAL POPULATION.",,SCHEDULE VII (I),,10.5,,5.25,,5.25,KARNATAKA (TUMKUR)
BANKINDIA,BANK OF INDIA,M/S SEWAYOG FOR VRIKSHA VANDANA PROGRAMME WAS APPROVED RS 10.29 LAKH FOR PLANTATION OF TREES IN MATHURA FOR MAINTAINING ECOLOGICAL BALANCE,,SCHEDULE VII (IV),,10.29,,5.145,,5.145,UTTAR PRADESH (MATHURA)
BANKINDIA,BANK OF INDIA,PANAJI MUNICIPAL CORPORATION WAS SANCTIONED RS 10 LAKH FOR PURCHASE OF A TIPPER TRUCK FOR KEEPING THE PANAJI CITY CLEAN & GREEN,,SCHEDULE VII (IV),,10.0,,5.0,,5.0,GOA (PANAJI)
